,store_id,item_id,wm_yr_wk,sell_price
5610699,WI_2,HOUSEHOLD_1_071,11344,1.98
6795202,WI_3,FOODS_3_622,11232,2.58
4314673,TX_3,HOUSEHOLD_1_351,11443,0.96
4121750,TX_3,HOBBIES_1_052,11203,5.88
4405907,TX_3,HOUSEHOLD_2_219,11104,2.97
790525,CA_2,HOBBIES_1_407,11551,2.88
1734754,CA_3,FOODS_1_143,11530,2.0
4950735,WI_1,HOUSEHOLD_1_094,11247,3.88
3204446,TX_1,FOODS_2_327,11116,1.68
1085233,CA_2,FOODS_1_083,11425,1.97
2976507,TX_1,HOUSEHOLD_2_092,11205,5.94
1571828,CA_3,HOUSEHOLD_1_508,11611,4.88
1516608,CA_3,HOUSEHOLD_1_244,11404,3.38
1194829,CA_2,FOODS_3_171,11503,2.48
3989816,TX_2,FOODS_3_297,11507,2.88
1094341,CA_2,FOODS_1_121,11451,1.5
3343256,TX_1,FOODS_3_536,11232,2.58
3400712,TX_1,FOODS_3_792,11613,1.0
1278912,CA_2,FOODS_3_562,11501,4.98
3032629,TX_1,HOUSEHOLD_2_329,11241,2.97
301358,CA_1,HOUSEHOLD_2_234,11425,5.94
4915325,WI_1,HOBBIES_2_081,11602,1.97
4197921,TX_3,HOBBIES_1_392,11610,12.98
5950005,WI_2,FOODS_2_334,11328,10.98
6056017,WI_2,FOODS_3_422,11440,2.18
4026892,TX_2,FOODS_3_456,11608,3.98
6179622,WI_3,HOBBIES_1_151,11245,4.42
5057815,WI_1,HOUSEHOLD_2_049,11607,3.42
6282494,WI_3,HOUSEHOLD_1_037,11212,3.97
4151676,TX_3,HOBBIES_1_189,11523,0.48
6038505,WI_2,FOODS_3_344,11352,2.0
5103793,WI_1,HOUSEHOLD_2_246,11108,7.87
5757402,WI_2,HOUSEHOLD_2_204,11209,13.87
5103434,WI_1,HOUSEHOLD_2_244,11240,3.97
6761573,WI_3,FOODS_3_470,11130,1.98
3833402,TX_2,FOODS_2_011,11413,2.68
3059199,TX_1,HOUSEHOLD_2_442,11414,1.48
842403,CA_2,HOUSEHOLD_1_069,11525,1.97
5784844,WI_2,HOUSEHOLD_2_316,11111,7.27
6091040,WI_2,FOODS_3_580,11534,0.2
2235525,CA_4,HOUSEHOLD_1_399,11144,1.07
2921913,TX_1,HOUSEHOLD_1_388,11520,2.99
1840704,CA_3,FOODS_2_388,11313,2.98
6074127,WI_2,FOODS_3_501,11530,0.8
2974534,TX_1,HOUSEHOLD_2_084,11308,3.97
2229409,CA_4,HOUSEHOLD_1_368,11149,7.98
3811773,TX_2,FOODS_1_140,11109,6.38
1662364,CA_3,HOUSEHOLD_2_355,11501,11.67
2224579,CA_4,HOUSEHOLD_1_346,11442,3.94
4153057,TX_3,HOBBIES_1_195,11522,11.28
94858,CA_1,HOBBIES_1_417,11328,0.58
606940,CA_1,FOODS_3_418,11534,3.98
4929996,WI_1,HOBBIES_2_148,11534,0.88
2022744,CA_3,FOODS_3_798,11344,1.98
5978991,WI_2,FOODS_3_079,11135,5.98
978635,CA_2,HOUSEHOLD_2_152,11522,13.94
1650929,CA_3,HOUSEHOLD_2_306,11438,4.97
1095578,CA_2,FOODS_1_127,11415,1.94
6657805,WI_3,FOODS_3_010,11327,2.78
1589115,CA_3,HOUSEHOLD_2_045,11248,7.87
289384,CA_1,HOUSEHOLD_2_184,11525,1.97
4288412,TX_3,HOUSEHOLD_1_225,11238,1.64
1698080,CA_3,HOUSEHOLD_2_507,11320,6.97
5472437,WI_2,HOBBIES_1_024,11236,8.98
2255664,CA_4,HOUSEHOLD_1_493,11331,2.73
6430793,WI_3,HOUSEHOLD_2_170,11122,1.54
2602145,CA_4,FOODS_3_346,11538,1.98
4424640,TX_3,HOUSEHOLD_2_294,11621,4.77
4899394,WI_1,HOBBIES_2_008,11418,3.88
3367434,TX_1,FOODS_3_644,11236,1.98
6119173,WI_2,FOODS_3_711,11252,0.2
6278070,WI_3,HOUSEHOLD_1_015,11448,5.88
4750242,TX_3,FOODS_3_596,11412,2.98
1870287,CA_3,FOODS_3_123,11249,2.68
6302286,WI_3,HOUSEHOLD_1_125,11605,5.72
5065317,WI_1,HOUSEHOLD_2_083,11212,9.92
1276962,CA_2,FOODS_3_553,11429,2.5
154112,CA_1,HOUSEHOLD_1_110,11452,3.5
5426064,WI_1,FOODS_3_636,11545,3.5
1428288,CA_3,HOBBIES_1_408,11327,0.6
3205482,TX_1,FOODS_2_331,11331,2.68
3451573,TX_2,HOBBIES_1_192,11208,3.42
839064,CA_2,HOUSEHOLD_1_055,11345,3.98
4932233,WI_1,HOUSEHOLD_1_008,11509,5.47
4742426,TX_3,FOODS_3_562,11208,4.98
1382578,CA_3,HOBBIES_1_210,11501,5.88
5011035,WI_1,HOUSEHOLD_1_376,11401,4.98
1027823,CA_2,HOUSEHOLD_2_359,11450,8.97
2004530,CA_3,FOODS_3_715,11340,3.98
1980869,CA_3,FOODS_3_609,11430,2.98
3303963,TX_1,FOODS_3_363,11144,2.48
2452273,CA_4,FOODS_2_072,11130,2.98
3406705,TX_1,FOODS_3_819,11524,1.98
300940,CA_1,HOUSEHOLD_2_233,11146,11.47
5036407,WI_1,HOUSEHOLD_1_495,11417,3.74
2830073,TX_1,HOBBIES_2_115,11620,2.47
2365395,CA_4,HOUSEHOLD_2_431,11449,9.47
3620025,TX_2,HOUSEHOLD_1_375,11525,7.97
5825896,WI_2,HOUSEHOLD_2_491,11136,6.97
2419151,CA_4,FOODS_1_145,11537,0.98
2190581,CA_4,HOUSEHOLD_1_180,11401,2.98
53825,CA_1,HOBBIES_1_241,11422,21.78
332550,CA_1,HOUSEHOLD_2_366,11117,3.27
5441255,WI_1,FOODS_3_708,11143,2.98
5150709,WI_1,HOUSEHOLD_2_443,11335,4.66
690672,CA_1,FOODS_3_793,11447,2.98
5744350,WI_2,HOUSEHOLD_2_144,11224,4.44
1987875,CA_3,FOODS_3_641,11349,2.0
365710,CA_1,HOUSEHOLD_2_504,11441,1.97
3511410,TX_2,HOBBIES_2_029,11143,2.58
60834,CA_1,HOBBIES_1_272,11620,8.44
130513,CA_1,HOUSEHOLD_1_004,11342,2.37
3968716,TX_2,FOODS_3_207,11140,1.76
1246571,CA_2,FOODS_3_408,11131,2.88
1416170,CA_3,HOBBIES_1_356,11208,5.98
772109,CA_2,HOBBIES_1_326,11528,1.97
5384968,WI_1,FOODS_3_444,11334,6.48
3232437,TX_1,FOODS_3_054,11609,2.18
5355116,WI_1,FOODS_3_304,11115,3.88
1761034,CA_3,FOODS_2_038,11242,6.08
1864831,CA_3,FOODS_3_098,11545,4.58
2859755,TX_1,HOUSEHOLD_1_100,11141,8.33
5537494,WI_2,HOBBIES_1_316,11406,0.94
2608617,CA_4,FOODS_3_377,11219,1.58
2801285,TX_1,HOBBIES_1_407,11306,2.5
5747839,WI_2,HOUSEHOLD_2_160,11241,3.97
740046,CA_2,HOBBIES_1_186,11545,15.92
4176180,TX_3,HOBBIES_1_300,11141,9.5
5953917,WI_2,FOODS_2_353,11533,2.82
4754496,TX_3,FOODS_3_617,11405,2.48
1314,CA_1,HOBBIES_1_007,11233,7.94
3621941,TX_2,HOUSEHOLD_1_385,11505,1.97
294147,CA_1,HOUSEHOLD_2_205,11541,5.84
5731426,WI_2,HOUSEHOLD_2_089,11601,3.48
1524694,CA_3,HOUSEHOLD_1_287,11301,4.63
441343,CA_1,FOODS_2_087,11612,10.97
6684338,WI_3,FOODS_3_130,11433,2.48
144067,CA_1,HOUSEHOLD_1_066,11503,2.96
1874544,CA_3,FOODS_3_142,11225,4.48
1441868,CA_3,HOBBIES_2_045,11610,2.47
4870359,WI_1,HOBBIES_1_309,11614,5.12
728045,CA_2,HOBBIES_1_131,11304,0.7
2119691,CA_4,HOBBIES_1_417,11310,0.58
5128866,WI_1,HOUSEHOLD_2_351,11338,5.94
1909897,CA_3,FOODS_3_296,11430,2.0
3776439,TX_2,HOUSEHOLD_2_511,11113,2.87
4355672,TX_3,HOUSEHOLD_1_541,11503,6.97
1901854,CA_3,FOODS_3_261,11219,4.48
4590756,TX_3,FOODS_2_289,11237,2.5
1248513,CA_2,FOODS_3_416,11345,2.68
1969977,CA_3,FOODS_3_558,11538,2.98
1765248,CA_3,FOODS_2_056,11218,6.98
996945,CA_2,HOUSEHOLD_2_231,11339,3.97
5962518,WI_2,FOODS_2_397,11452,3.25
412292,CA_1,FOODS_1_185,11116,2.0
2472699,CA_4,FOODS_2_167,11345,2.5
1330787,CA_2,FOODS_3_805,11338,1.0
5668375,WI_2,HOUSEHOLD_1_345,11147,3.88
4525842,TX_3,FOODS_1_206,11208,1.76
167264,CA_1,HOUSEHOLD_1_170,11319,1.96
5690868,WI_2,HOUSEHOLD_1_449,11350,14.97
2764835,TX_1,HOBBIES_1_252,11418,0.7
1918186,CA_3,FOODS_3_330,11441,3.98
2684167,CA_4,FOODS_3_717,11336,1.98
3718588,TX_2,HOUSEHOLD_2_267,11451,1.98
4990310,WI_1,HOUSEHOLD_1_281,11512,4.94
4728243,TX_3,FOODS_3_496,11227,4.28
5196908,WI_1,FOODS_1_119,11538,3.54
3392140,TX_1,FOODS_3_755,11208,1.08
756689,CA_2,HOBBIES_1_263,11244,4.97
5303303,WI_1,FOODS_3_058,11501,1.98
3541672,TX_2,HOUSEHOLD_1_015,11316,4.88
5574028,WI_2,HOBBIES_2_052,11439,2.47
3820307,TX_2,FOODS_1_176,11404,3.24
1078353,CA_2,FOODS_1_054,11422,1.88
4640836,TX_3,FOODS_3_115,11451,4.48
5156231,WI_1,HOUSEHOLD_2_466,11219,6.97
4387831,TX_3,HOUSEHOLD_2_139,11217,5.84
4700354,TX_3,FOODS_3_375,11524,1.74
1864578,CA_3,FOODS_3_098,11101,4.38
18115,CA_1,HOBBIES_1_079,11201,8.44
5105977,WI_1,HOUSEHOLD_2_254,11511,4.44
3345954,TX_1,FOODS_3_547,11134,0.2
5892759,WI_2,FOODS_2_044,11409,2.5
2285602,CA_4,HOUSEHOLD_2_085,11321,7.94
2987289,TX_1,HOUSEHOLD_2_138,11248,5.97
2581682,CA_4,FOODS_3_258,11325,1.72
2699245,CA_4,FOODS_3_785,11611,3.0
3945633,TX_2,FOODS_3_104,11429,3.48
5173891,WI_1,FOODS_1_024,11548,4.86
1090569,CA_2,FOODS_1_106,11112,2.94
5914909,WI_2,FOODS_2_158,11437,1.28
2850593,TX_1,HOUSEHOLD_1_060,11610,29.97
924266,CA_2,HOUSEHOLD_1_457,11512,9.97
284148,CA_1,HOUSEHOLD_2_160,11533,3.93
5052659,WI_1,HOUSEHOLD_2_028,11527,5.94
6274862,WI_3,HOUSEHOLD_1_002,11326,5.97
3820844,TX_2,FOODS_1_178,11330,8.98
5377962,WI_1,FOODS_3_408,11530,2.98
5525055,WI_2,HOBBIES_1_264,11352,4.47
6678276,WI_3,FOODS_3_102,11324,1.98
6673970,WI_3,FOODS_3_084,11513,1.98
438506,CA_1,FOODS_2_076,11349,9.97
6017152,WI_2,FOODS_3_248,11524,1.88
2711480,TX_1,HOBBIES_1_012,11211,6.52
2679220,CA_4,FOODS_3_693,11502,3.48
1938482,CA_3,FOODS_3_418,11510,3.98
4279646,TX_3,HOUSEHOLD_1_184,11304,11.97
5374253,WI_1,FOODS_3_393,11403,3.5
4724041,TX_3,FOODS_3_478,11308,1.74
634214,CA_1,FOODS_3_540,11433,2.98
6612703,WI_3,FOODS_2_211,11535,2.5
1351581,CA_3,HOBBIES_1_068,11502,7.0
1995701,CA_3,FOODS_3_674,11131,2.98
5997783,WI_2,FOODS_3_161,11613,1.98
4242223,TX_3,HOUSEHOLD_1_016,11248,4.88
4967523,WI_1,HOUSEHOLD_1_171,11234,8.97
1032068,CA_2,HOUSEHOLD_2_377,11435,4.97
5463695,WI_1,FOODS_3_813,11536,4.5
6068617,WI_2,FOODS_3_478,11434,1.74
2844422,TX_1,HOUSEHOLD_1_030,11610,4.64
3544553,TX_2,HOUSEHOLD_1_029,11348,6.96
2186270,CA_4,HOUSEHOLD_1_160,11609,9.97
6220809,WI_3,HOBBIES_1_333,11332,4.97
4328526,TX_3,HOUSEHOLD_1_416,11209,3.28
1665850,CA_3,HOUSEHOLD_2_371,11201,0.78
5402,CA_1,HOBBIES_1_023,11102,3.44
772572,CA_2,HOBBIES_1_328,11504,6.42
4751141,TX_3,FOODS_3_602,11524,2.68
1169120,CA_2,FOODS_3_050,11307,2.18
4274671,TX_3,HOUSEHOLD_1_163,11547,9.98
2739784,TX_1,HOBBIES_1_137,11349,8.53
292899,CA_1,HOUSEHOLD_2_200,11441,6.94
4988862,WI_1,HOUSEHOLD_1_275,11601,2.97
476082,CA_1,FOODS_2_243,11550,7.98
5172144,WI_1,FOODS_1_017,11426,2.38
1780804,CA_3,FOODS_2_127,11340,6.97
2894683,TX_1,HOUSEHOLD_1_262,11442,0.97
4860397,WI_1,HOBBIES_1_267,11515,2.88
220159,CA_1,HOUSEHOLD_1_417,11615,5.48
5123734,WI_1,HOUSEHOLD_2_328,11605,7.47
366319,CA_1,HOUSEHOLD_2_507,11209,6.97
4912614,WI_1,HOBBIES_2_069,11422,2.97
3024291,TX_1,HOUSEHOLD_2_293,11341,6.97
1946570,CA_3,FOODS_3_455,11226,2.48
4420564,TX_3,HOUSEHOLD_2_278,11303,11.0
2578669,CA_4,FOODS_3_244,11541,9.86
2276237,CA_4,HOUSEHOLD_2_042,11552,4.28
4865485,WI_1,HOBBIES_1_289,11252,4.97
3332265,TX_1,FOODS_3_484,11525,1.98
6163893,WI_3,HOBBIES_1_081,11437,14.72
3421230,TX_2,HOBBIES_1_054,11407,2.97
6756691,WI_3,FOODS_3_450,11223,2.98
2702869,CA_4,FOODS_3_802,11129,1.68
3957268,TX_2,FOODS_3_156,11214,3.78
581357,CA_1,FOODS_3_309,11149,1.98
6088953,WI_2,FOODS_3_570,11544,1.34
4633676,TX_3,FOODS_3_084,11505,1.98
3668922,TX_2,HOUSEHOLD_2_055,11252,8.97
2350932,CA_4,HOUSEHOLD_2_368,11242,5.48
3608121,TX_2,HOUSEHOLD_1_324,11114,5.97
3834356,TX_2,FOODS_2_014,11617,2.42
6230408,WI_3,HOBBIES_1_377,11140,9.48
4517240,TX_3,FOODS_1_171,11218,5.72
3136129,TX_1,FOODS_2_026,11418,2.0
4578451,TX_3,FOODS_2_230,11108,1.88
3841997,TX_2,FOODS_2_047,11613,2.42
3171951,TX_1,FOODS_2_184,11427,3.98
1565944,CA_3,HOUSEHOLD_1_481,11416,4.97
4938816,WI_1,HOUSEHOLD_1_039,11527,2.68
4691278,TX_3,FOODS_3_334,11311,2.78
3714914,TX_2,HOUSEHOLD_2_252,11423,6.97
6261556,WI_3,HOBBIES_2_091,11542,0.97
838543,CA_2,HOUSEHOLD_1_053,11111,14.97
6505880,WI_3,HOUSEHOLD_2_487,11515,9.98
2132238,CA_4,HOBBIES_2_055,11309,2.97
2105638,CA_4,HOBBIES_1_355,11242,3.98
5045134,WI_1,HOUSEHOLD_1_538,11211,3.48
2982422,TX_1,HOUSEHOLD_2_117,11248,2.0
735140,CA_2,HOBBIES_1_163,11139,9.42
6714409,WI_3,FOODS_3_264,11322,3.88
4821496,WI_1,HOBBIES_1_089,11205,7.88
1044665,CA_2,HOUSEHOLD_2_432,11519,5.47
5953677,WI_2,FOODS_2_352,11509,10.98
1295203,CA_2,FOODS_3_641,11550,2.24
816749,CA_2,HOBBIES_2_101,11240,0.57
539226,CA_1,FOODS_3_126,11149,3.48
5877863,WI_2,FOODS_1_194,11605,4.86
5603515,WI_2,HOUSEHOLD_1_038,11452,5.22
309172,CA_1,HOUSEHOLD_2_265,11507,4.97
555198,CA_1,FOODS_3_196,11352,4.48
2606392,CA_4,FOODS_3_367,11345,2.68
4012788,TX_2,FOODS_3_395,11248,3.98
301239,CA_1,HOUSEHOLD_2_234,11211,5.94
3573864,TX_2,HOUSEHOLD_1_161,11433,12.88
3224042,TX_1,FOODS_3_014,11544,1.98
6628686,WI_3,FOODS_2_281,11615,7.98
6216339,WI_3,HOBBIES_1_315,11235,3.57
1529,CA_1,HOBBIES_1_008,11118,0.5
4448940,TX_3,HOUSEHOLD_2_399,11503,2.67
3136732,TX_1,FOODS_2_029,11335,10.98
3335459,TX_1,FOODS_3_497,11439,2.5
5740301,WI_2,HOUSEHOLD_2_128,11113,5.94
1442541,CA_3,HOBBIES_2_048,11515,2.88
1518810,CA_3,HOUSEHOLD_1_256,11141,5.97
2812008,TX_1,HOBBIES_2_030,11234,0.97
4552838,TX_3,FOODS_2_107,11152,1.88
5755603,WI_2,HOUSEHOLD_2_197,11116,4.67
864505,CA_2,HOUSEHOLD_1_173,11128,0.97
2522063,CA_4,FOODS_2_386,11523,2.88
4624359,TX_3,FOODS_3_041,11302,2.98
5376370,WI_1,FOODS_3_402,11339,4.98
5239719,WI_1,FOODS_2_108,11549,3.42
3151786,TX_1,FOODS_2_092,11310,3.33
5263831,WI_1,FOODS_2_241,11523,2.38
5626342,WI_2,HOUSEHOLD_1_141,11551,1.77
4587813,TX_3,FOODS_2_275,11525,2.0
6797168,WI_3,FOODS_3_630,11522,2.68
425606,CA_1,FOODS_2_021,11229,0.88
2570585,CA_4,FOODS_3_212,11111,2.98
1919824,CA_3,FOODS_3_337,11617,3.98
93936,CA_1,HOBBIES_1_414,11136,6.87
2847251,TX_1,HOUSEHOLD_1_045,11514,2.48
5665465,WI_2,HOUSEHOLD_1_332,11344,9.74
3256100,TX_1,FOODS_3_157,11437,2.98
6684825,WI_3,FOODS_3_132,11336,2.5
6655906,WI_3,FOODS_2_398,11418,2.36
1830502,CA_3,FOODS_2_342,11547,5.98
6088570,WI_2,FOODS_3_569,11244,4.38
5681818,WI_2,HOUSEHOLD_1_409,11233,2.98
6594729,WI_3,FOODS_2_134,11106,3.0
5577522,WI_2,HOBBIES_2_068,11145,1.97
2508858,CA_4,FOODS_2_329,11435,3.84
3496503,TX_2,HOBBIES_1_387,11533,1.08
3027500,TX_1,HOUSEHOLD_2_307,11416,5.98
1706052,CA_3,FOODS_1_024,11245,4.74
4766250,TX_3,FOODS_3_670,11526,1.98
2582422,CA_4,FOODS_3_261,11611,3.98
2770626,TX_1,HOBBIES_1_277,11119,1.63
4378719,TX_3,HOUSEHOLD_2_098,11414,3.47
4977594,WI_1,HOUSEHOLD_1_216,11528,11.97
1402705,CA_3,HOBBIES_1_299,11434,1.27
5097933,WI_1,HOUSEHOLD_2_223,11251,14.97
346844,CA_1,HOUSEHOLD_2_426,11517,4.37
4873366,WI_1,HOBBIES_1_321,11410,6.68
5017834,WI_1,HOUSEHOLD_1_411,11353,3.28
5559499,WI_2,HOBBIES_1_412,11343,2.08
4834292,WI_1,HOBBIES_1_147,11409,9.97
85579,CA_1,HOBBIES_1_378,11325,3.24
6326658,WI_3,HOUSEHOLD_1_236,11421,2.47
5824327,WI_2,HOUSEHOLD_2_483,11607,4.97
2332477,CA_4,HOUSEHOLD_2_285,11101,4.67
6076153,WI_2,FOODS_3_511,11333,6.48
6739664,WI_3,FOODS_3_374,11607,2.5
810405,CA_2,HOBBIES_2_072,11341,5.97
3476795,TX_2,HOBBIES_1_303,11613,8.56
784887,CA_2,HOBBIES_1_382,11347,1.97
2295806,CA_4,HOUSEHOLD_2_130,11534,7.97
5841343,WI_2,FOODS_1_039,11445,2.48
2843417,TX_1,HOUSEHOLD_1_026,11440,2.87
6417335,WI_3,HOUSEHOLD_2_111,11310,6.44
6635056,WI_3,FOODS_2_308,11530,2.82
4897776,WI_1,HOBBIES_2_002,11411,1.97
795539,CA_2,HOBBIES_2_003,11329,1.97
2834344,TX_1,HOBBIES_2_134,11322,6.97
4667423,TX_3,FOODS_3_232,11230,2.98
4685034,TX_3,FOODS_3_308,11327,4.98
1176381,CA_2,FOODS_3_084,11526,1.88
514827,CA_1,FOODS_3_017,11106,1.98
4022764,TX_2,FOODS_3_438,11616,1.0
3512018,TX_2,HOBBIES_2_032,11140,1.0
4941719,WI_1,HOUSEHOLD_1_055,11139,3.87
6693793,WI_3,FOODS_3_174,11523,6.18
4892922,WI_1,HOBBIES_1_407,11515,2.88
2336014,CA_4,HOUSEHOLD_2_299,11124,1.24
1085928,CA_2,FOODS_1_086,11131,1.64
143802,CA_1,HOUSEHOLD_1_065,11406,0.98
2956905,TX_1,HOUSEHOLD_2_009,11234,5.94
137242,CA_1,HOUSEHOLD_1_035,11223,4.63
3401791,TX_1,FOODS_3_799,11111,1.98
4938109,WI_1,HOUSEHOLD_1_037,11234,3.97
3626573,TX_2,HOUSEHOLD_1_409,11448,2.94
4420779,TX_3,HOUSEHOLD_2_279,11225,4.44
2440315,CA_4,FOODS_2_020,11313,2.5
958749,CA_2,HOUSEHOLD_2_068,11328,2.88
4610206,TX_3,FOODS_2_374,11332,2.0
1703089,CA_3,FOODS_1_012,11217,6.08
3577646,TX_2,HOUSEHOLD_1_177,11531,6.97
1974826,CA_3,FOODS_3_580,11341,0.2
6265818,WI_3,HOBBIES_2_112,11411,2.47
1919740,CA_3,FOODS_3_337,11437,3.98
1987458,CA_3,FOODS_3_638,11413,1.5
1131969,CA_2,FOODS_2_157,11615,3.94
4159654,TX_3,HOBBIES_1_227,11251,1.97
1610625,CA_3,HOUSEHOLD_2_138,11247,5.97
1546381,CA_3,HOUSEHOLD_1_387,11601,2.97
4907115,WI_1,HOBBIES_2_046,11509,2.97
2634692,CA_4,FOODS_3_491,11119,1.25
4111960,TX_3,HOBBIES_1_010,11146,2.97
5053933,WI_1,HOUSEHOLD_2_034,11116,11.97
5439233,WI_1,FOODS_3_697,11103,3.68
5668044,WI_2,HOUSEHOLD_1_343,11619,5.27
1627518,CA_3,HOUSEHOLD_2_211,11405,20.0
4425167,TX_3,HOUSEHOLD_2_296,11617,4.78
2999134,TX_1,HOUSEHOLD_2_191,11410,5.44
1978865,CA_3,FOODS_3_597,11438,2.78
1166029,CA_2,FOODS_3_034,11527,2.5
1497874,CA_3,HOUSEHOLD_1_155,11247,3.47
5757060,WI_2,HOUSEHOLD_2_202,11344,8.97
2409459,CA_4,FOODS_1_104,11225,3.28
2903000,TX_1,HOUSEHOLD_1_302,11242,8.47
4239377,TX_3,HOUSEHOLD_1_004,11518,1.87
2560220,CA_4,FOODS_3_163,11218,2.0
2466672,CA_4,FOODS_2_141,11145,6.98
6164805,WI_3,HOBBIES_1_085,11349,14.72
6208844,WI_3,HOBBIES_1_285,11405,10.88
3272297,TX_1,FOODS_3_228,11109,1.48
3268000,TX_1,FOODS_3_210,11443,2.18
469978,CA_1,FOODS_2_219,11323,2.98
3358636,TX_1,FOODS_3_604,11349,2.5
3546914,TX_2,HOUSEHOLD_1_040,11441,4.47
885190,CA_2,HOUSEHOLD_1_272,11242,9.97
2398430,CA_4,FOODS_1_057,11333,2.48
3201188,TX_1,FOODS_2_314,11143,4.84
5031014,WI_1,HOUSEHOLD_1_470,11612,2.98
4363694,TX_3,HOUSEHOLD_2_034,11332,10.97
2857380,TX_1,HOUSEHOLD_1_089,11526,4.96
2982091,TX_1,HOUSEHOLD_2_116,11151,5.67
6765126,WI_3,FOODS_3_485,11209,3.68
1539645,CA_3,HOUSEHOLD_1_358,11427,9.97
5230190,WI_1,FOODS_2_054,11341,2.78
3764254,TX_2,HOUSEHOLD_2_459,11420,17.94
5708440,WI_2,HOUSEHOLD_1_532,11243,2.48
791656,CA_2,HOBBIES_1_412,11442,2.08
5993016,WI_2,FOODS_3_140,11620,3.0
5751160,WI_2,HOUSEHOLD_2_175,11420,5.97
3850949,TX_2,FOODS_2_084,11227,3.38
2192459,CA_4,HOUSEHOLD_1_189,11335,4.97
4691041,TX_3,FOODS_3_332,11616,1.98
2356838,CA_4,HOUSEHOLD_2_393,11132,4.88
3215172,TX_1,FOODS_2_373,11301,5.97
2464816,CA_4,FOODS_2_133,11347,2.88
2215205,CA_4,HOUSEHOLD_1_303,11110,0.94
4526890,TX_3,FOODS_1_210,11343,1.78
5600726,WI_2,HOUSEHOLD_1_025,11341,2.98
4538363,TX_3,FOODS_2_039,11506,4.0
80648,CA_1,HOBBIES_1_356,11618,5.76
2732017,TX_1,HOBBIES_1_102,11404,4.98
2581217,CA_4,FOODS_3_256,11427,2.58
902450,CA_2,HOUSEHOLD_1_354,11421,1.93
3423421,TX_2,HOBBIES_1_064,11440,12.77
1089670,CA_2,FOODS_1_102,11420,1.78
6613816,WI_3,FOODS_2_217,11501,3.98
3387640,TX_1,FOODS_3_734,11218,1.58
3663035,TX_2,HOUSEHOLD_2_031,11539,5.94
5786534,WI_2,HOUSEHOLD_2_324,11128,14.27
6281107,WI_3,HOUSEHOLD_1_030,11231,4.97
6087745,WI_2,FOODS_3_565,11518,2.5
4940940,WI_1,HOUSEHOLD_1_051,11343,2.96
894502,CA_2,HOUSEHOLD_1_318,11602,2.88
236011,CA_1,HOUSEHOLD_1_492,11132,3.58
5029023,WI_1,HOUSEHOLD_1_462,11121,1.98
2704476,CA_4,FOODS_3_808,11526,1.0
4391828,TX_3,HOUSEHOLD_2_156,11514,6.96
2731813,TX_1,HOBBIES_1_100,11409,10.98
5589774,WI_2,HOBBIES_2_124,11321,0.23
2697572,CA_4,FOODS_3_778,11619,2.28
2843584,TX_1,HOUSEHOLD_1_027,11232,5.64
2946257,TX_1,HOUSEHOLD_1_501,11546,3.96
1612360,CA_3,HOUSEHOLD_2_144,11544,4.44
6641183,WI_3,FOODS_2_333,11532,2.87
4476229,TX_3,HOUSEHOLD_2_515,11402,1.97
2354906,CA_4,HOUSEHOLD_2_384,11402,5.34
1585529,CA_3,HOUSEHOLD_2_030,11340,3.97
3537216,TX_2,HOBBIES_2_145,11520,2.88
65333,CA_1,HOBBIES_1_292,11615,6.58
4799272,TX_3,FOODS_3_820,11429,1.98
5884552,WI_2,FOODS_2_003,11607,2.28
5529550,WI_2,HOBBIES_1_284,11352,4.88
3614342,TX_2,HOUSEHOLD_1_351,11352,0.98
6807644,WI_3,FOODS_3_676,11141,6.98
6253857,WI_3,HOBBIES_2_056,11147,3.5
4757760,TX_3,FOODS_3_632,11218,3.98
337332,CA_1,HOUSEHOLD_2_385,11209,6.97
6623129,WI_3,FOODS_2_257,11418,1.0
6545466,WI_3,FOODS_1_137,11439,1.97
3505804,TX_2,HOBBIES_2_002,11322,1.97
3305737,TX_1,FOODS_3_371,11610,2.5
2221923,CA_4,HOUSEHOLD_1_334,11548,0.97
5471286,WI_2,HOBBIES_1_019,11551,0.48
2879451,TX_1,HOUSEHOLD_1_187,11615,6.98
3384973,TX_1,FOODS_3_721,11530,1.98
3807209,TX_2,FOODS_1_120,11408,1.78
3761622,TX_2,HOUSEHOLD_2_448,11440,4.97
1759282,CA_3,FOODS_2_030,11115,4.23
3352812,TX_1,FOODS_3_577,11248,2.98
938046,CA_2,HOUSEHOLD_1_519,11423,4.88
1308249,CA_2,FOODS_3_700,11317,2.48
5074688,WI_1,HOUSEHOLD_2_122,11441,6.97
273500,CA_1,HOUSEHOLD_2_114,11608,5.94
361870,CA_1,HOUSEHOLD_2_486,11521,5.97
3818158,TX_2,FOODS_1_168,11245,2.24
3413481,TX_2,HOBBIES_1_021,11115,11.97
6728886,WI_3,FOODS_3_325,11338,2.5
1470085,CA_3,HOUSEHOLD_1_025,11120,2.98
6072838,WI_2,FOODS_3_495,11612,1.98
3773323,TX_2,HOUSEHOLD_2_497,11332,5.34
5148336,WI_1,HOUSEHOLD_2_434,11545,1.88
6839049,WI_3,FOODS_3_819,11207,2.18
1853506,CA_3,FOODS_3_049,11319,4.68
5145108,WI_1,HOUSEHOLD_2_422,11306,4.97
6282110,WI_3,HOUSEHOLD_1_035,11215,4.63
4663369,TX_3,FOODS_3_215,11241,1.08
2098890,CA_4,HOBBIES_1_323,11149,5.24
6181418,WI_3,HOBBIES_1_160,11248,18.97
